"DateTime,""Players"",""Flags"",""Twitch Viewers"""
2018-12-01 00:00:00,534609,,108531
2018-12-02 00:00:00,514335,,113440
2018-12-03 00:00:00,458076,,60122
2018-12-04 00:00:00,465526,,81219
2018-12-05 00:00:00,463505,,107294
2018-12-06 00:00:00,452285,,225550
2018-12-07 00:00:00,688741,,140478
2018-12-08 00:00:00,749638,,106807
2018-12-09 00:00:00,740157,,186214
2018-12-10 00:00:00,653740,,50460
2018-12-11 00:00:00,631190,,59800
2018-12-12 00:00:00,612615,,115468
2018-12-13 00:00:00,608040,,141933
2018-12-14 00:00:00,653802,,213294
2018-12-15 00:00:00,685090,,269322
2018-12-16 00:00:00,663957,,50600
2018-12-17 00:00:00,607836,,58136
2018-12-18 00:00:00,599055,,93009
2018-12-19 00:00:00,596047,,77707
2018-12-20 00:00:00,590125,,54370
2018-12-21 00:00:00,625674,,65381
2018-12-22 00:00:00,638507,,38690
2018-12-23 00:00:00,608651,,62181
2018-12-24 00:00:00,537230,,58324
2018-12-25 00:00:00,552211,,60004
2018-12-26 00:00:00,592111,,53195
2018-12-27 00:00:00,607195,,43144
2018-12-28 00:00:00,623818,,38267
2018-12-29 00:00:00,636931,,41645
2018-12-30 00:00:00,635244,,57043
2018-12-31 00:00:00,565800,,32750
2019-01-01 00:00:00,577546,,32715
2019-01-02 00:00:00,617293,,35773
2019-01-03 00:00:00,614938,,41978
2019-01-04 00:00:00,648525,,80635
2019-01-05 00:00:00,671521,,75574
2019-01-06 00:00:00,667843,,123921
2019-01-07 00:00:00,619371,,137368
2019-01-08 00:00:00,604350,,53065
2019-01-09 00:00:00,598055,,74637
2019-01-10 00:00:00,601609,,67043
2019-01-11 00:00:00,649360,,40552
2019-01-12 00:00:00,687299,,64619
2019-01-13 00:00:00,657620,,61382
2019-01-14 00:00:00,596411,,86909
2019-01-15 00:00:00,595994,,60394
2019-01-16 00:00:00,598740,,113846
2019-01-17 00:00:00,600970,,146939
2019-01-18 00:00:00,637700,,116265
2019-01-19 00:00:00,663631,,178888
2019-01-20 00:00:00,665934,,188143
2019-01-21 00:00:00,620408,,99913
2019-01-22 00:00:00,607583,,123832
2019-01-23 00:00:00,619365,,129194
2019-01-24 00:00:00,612605,,172132
2019-01-25 00:00:00,644652,,139644
2019-01-26 00:00:00,682297,,156438
2019-01-27 00:00:00,668664,,195266
2019-01-28 00:00:00,603970,,148108
2019-01-29 00:00:00,621303,,82163
2019-01-30 00:00:00,622533,,77663
2019-01-31 00:00:00,621355,,77107
2019-02-01 00:00:00,628397,,67931
2019-02-02 00:00:00,651044,,90742
2019-02-03 00:00:00,656097,,94749
2019-02-04 00:00:00,593481,,62958
2019-02-05 00:00:00,571128,,75445
2019-02-06 00:00:00,570858,,136010
2019-02-07 00:00:00,571388,,102065
2019-02-08 00:00:00,607871,,93703
2019-02-09 00:00:00,630610,,50795
2019-02-10 00:00:00,614597,,52747
2019-02-11 00:00:00,543314,,51935
2019-02-12 00:00:00,543607,,55707
2019-02-13 00:00:00,554770,,340032
2019-02-14 00:00:00,533391,,302246
2019-02-15 00:00:00,614110,,238324
2019-02-16 00:00:00,635048,,327622
2019-02-17 00:00:00,620922,,313650
2019-02-18 00:00:00,572682,,74356
2019-02-19 00:00:00,545518,,64019
2019-02-20 00:00:00,559958,,464067
2019-02-21 00:00:00,545552,,434720
2019-02-22 00:00:00,603534,,442782
2019-02-23 00:00:00,624672,,391266
2019-02-24 00:00:00,609501,,436413
2019-02-25 00:00:00,548157,,60289
2019-02-26 00:00:00,541458,,59431
2019-02-27 00:00:00,552440,,71394
2019-02-28 00:00:00,552326,,520603
2019-03-01 00:00:00,608156,,540897
2019-03-02 00:00:00,651158,,830177
2019-03-03 00:00:00,636794,,841383
2019-03-04 00:00:00,605420,,51728
2019-03-05 00:00:00,606247,,64105
2019-03-06 00:00:00,591936,,59659
2019-03-07 00:00:00,611878,,59982
2019-03-08 00:00:00,616811,,46147
2019-03-09 00:00:00,658309,,36889
2019-03-10 00:00:00,634783,,60960
2019-03-11 00:00:00,565946,,121767
2019-03-12 00:00:00,560701,,112880
2019-03-13 00:00:00,562243,,97268
2019-03-14 00:00:00,614450,,104363
2019-03-15 00:00:00,651118,,47739
2019-03-16 00:00:00,683952,,124298
2019-03-17 00:00:00,655834,,97008
2019-03-18 00:00:00,580816,,117679
2019-03-19 00:00:00,569623,,80567
2019-03-20 00:00:00,574208,,96205
2019-03-21 00:00:00,576218,,87795
2019-03-22 00:00:00,623358,,272253
2019-03-23 00:00:00,640328,,292121
2019-03-24 00:00:00,650464,,172019
2019-03-25 00:00:00,583445,,53751
2019-03-26 00:00:00,591372,,57284
2019-03-27 00:00:00,589838,,68110
2019-03-28 00:00:00,578916,,60006
2019-03-29 00:00:00,601629,,49664
2019-03-30 00:00:00,620057,,152768
2019-03-31 00:00:00,631033,,159844
2019-04-01 00:00:00,562121,,138437
2019-04-02 00:00:00,565934,,207899
2019-04-03 00:00:00,560259,,129475
2019-04-04 00:00:00,565948,,51747
2019-04-05 00:00:00,602699,,105628
2019-04-06 00:00:00,603953,,175807
2019-04-07 00:00:00,617358,,254966
2019-04-08 00:00:00,558585,,64634
2019-04-09 00:00:00,549433,,52396
2019-04-10 00:00:00,551738,,68424
2019-04-11 00:00:00,559450,,55733
2019-04-12 00:00:00,603108,,247961
2019-04-13 00:00:00,622852,,312429
2019-04-14 00:00:00,616891,,71490
2019-04-15 00:00:00,547137,,66481
2019-04-16 00:00:00,547117,,89459
2019-04-17 00:00:00,541109,,79061
2019-04-18 00:00:00,529877,,110337
2019-04-19 00:00:00,576762,,139842
2019-04-20 00:00:00,574395,,156145
2019-04-21 00:00:00,541089,,162183
2019-04-22 00:00:00,537243,,91180
2019-04-23 00:00:00,524659,,101963
2019-04-24 00:00:00,515270,,96498
2019-04-25 00:00:00,501579,,96056
2019-04-26 00:00:00,534961,,66908
2019-04-27 00:00:00,553900,,61842
2019-04-28 00:00:00,583792,,69590
2019-04-29 00:00:00,507100,,50308
2019-04-30 00:00:00,553538,,71854
2019-05-01 00:00:00,568214,,93265
2019-05-02 00:00:00,543586,,89951
2019-05-03 00:00:00,561108,,165962
2019-05-04 00:00:00,582012,,146365
2019-05-05 00:00:00,592848,,207888
2019-05-06 00:00:00,511905,,46721
2019-05-07 00:00:00,512842,,53345
2019-05-08 00:00:00,537264,,61885
2019-05-09 00:00:00,501046,,59471
2019-05-10 00:00:00,530884,,182382
2019-05-11 00:00:00,573543,,219503
2019-05-12 00:00:00,564053,,63748
2019-05-13 00:00:00,507766,,119786
2019-05-14 00:00:00,509692,,115095
2019-05-15 00:00:00,505588,,94815
2019-05-16 00:00:00,492619,,126855
2019-05-17 00:00:00,545377,,98722
2019-05-18 00:00:00,581331,,50955
2019-05-19 00:00:00,578137,,73360
2019-05-20 00:00:00,504720,,59254
2019-05-21 00:00:00,507507,,147618
2019-05-22 00:00:00,518201,,105992
2019-05-23 00:00:00,517583,,177985
2019-05-24 00:00:00,560173,,111320
2019-05-25 00:00:00,584825,,121451
2019-05-26 00:00:00,581672,,122289
2019-05-27 00:00:00,530025,,66992
2019-05-28 00:00:00,531695,,125706
2019-05-29 00:00:00,535884,,113620
2019-05-30 00:00:00,562774,,163621
2019-05-31 00:00:00,573692,,120671
2019-06-01 00:00:00,585349,,129785
2019-06-02 00:00:00,585557,,244562
2019-06-03 00:00:00,526783,,53264
2019-06-04 00:00:00,516888,,67330
2019-06-05 00:00:00,526735,,57797
2019-06-06 00:00:00,542164,,159299
2019-06-07 00:00:00,538759,,213487
2019-06-08 00:00:00,568071,,180196
2019-06-09 00:00:00,582363,,231934
2019-06-10 00:00:00,564597,,84208
2019-06-11 00:00:00,546253,,90521
2019-06-12 00:00:00,540656,,79454
2019-06-13 00:00:00,552723,,65030
2019-06-14 00:00:00,567322,,64004
2019-06-15 00:00:00,587433,,74959
2019-06-16 00:00:00,591839,,75181
2019-06-17 00:00:00,550624,,98368
2019-06-18 00:00:00,547789,,167385
2019-06-19 00:00:00,561396,,153116
2019-06-20 00:00:00,577440,,226216
2019-06-21 00:00:00,574004,,224414
2019-06-22 00:00:00,581726,,188809
2019-06-23 00:00:00,588757,,349281
2019-06-24 00:00:00,552351,,46022
2019-06-25 00:00:00,553924,,58030
2019-06-26 00:00:00,549427,,56291
2019-06-27 00:00:00,547556,,72692
2019-06-28 00:00:00,546089,,50510
2019-06-29 00:00:00,547650,,59283
2019-06-30 00:00:00,545506,,50380
2019-07-01 00:00:00,537673,,50192
2019-07-02 00:00:00,528779,,310452
2019-07-03 00:00:00,529598,,259317
2019-07-04 00:00:00,524409,,262068
2019-07-05 00:00:00,539950,,309482
2019-07-06 00:00:00,542013,,387757
2019-07-07 00:00:00,567573,,437062
2019-07-08 00:00:00,543308,,57109
2019-07-09 00:00:00,546354,,76430
2019-07-10 00:00:00,551439,,53003
2019-07-11 00:00:00,557663,,58302
2019-07-12 00:00:00,566931,,68702
2019-07-13 00:00:00,569045,,205145
2019-07-14 00:00:00,579696,,158814
2019-07-15 00:00:00,558523,,112736
2019-07-16 00:00:00,566897,,65665
2019-07-17 00:00:00,549455,,102681
2019-07-18 00:00:00,546245,,208595
2019-07-19 00:00:00,537615,,210817
2019-07-20 00:00:00,542687,,230758
2019-07-21 00:00:00,558577,,242602
2019-07-22 00:00:00,546700,,54713
2019-07-23 00:00:00,546245,,64948
2019-07-24 00:00:00,543019,,74600
2019-07-25 00:00:00,554700,,78154
2019-07-26 00:00:00,558518,,70739
2019-07-27 00:00:00,553430,,73808
2019-07-28 00:00:00,561258,,78743
2019-07-29 00:00:00,553736,,107627
2019-07-30 00:00:00,563644,,65529
2019-07-31 00:00:00,542754,,66598
2019-08-01 00:00:00,564132,,55355
2019-08-02 00:00:00,566001,,67097
2019-08-03 00:00:00,567354,,86438
2019-08-04 00:00:00,584024,,83392
2019-08-05 00:00:00,564464,,104752
2019-08-06 00:00:00,559560,,74168
2019-08-07 00:00:00,551299,,74481
2019-08-08 00:00:00,561446,,102569
2019-08-09 00:00:00,570765,,91571
2019-08-10 00:00:00,582225,,56675
2019-08-11 00:00:00,588516,,65416
2019-08-12 00:00:00,577257,,67883
2019-08-13 00:00:00,578384,,54802
2019-08-14 00:00:00,577334,,69041
2019-08-15 00:00:00,578682,,78015
2019-08-16 00:00:00,587440,,66757
2019-08-17 00:00:00,600467,,70272
2019-08-18 00:00:00,625961,,85106
2019-08-19 00:00:00,593590,,81749
2019-08-20 00:00:00,576918,,97124
2019-08-21 00:00:00,584600,,66855
2019-08-22 00:00:00,581697,,94587
2019-08-23 00:00:00,611524,,302444
2019-08-24 00:00:00,606327,,293014
2019-08-25 00:00:00,640663,,289692
2019-08-26 00:00:00,612906,,272816
2019-08-27 00:00:00,620818,,66455
2019-08-28 00:00:00,625083,,526394
2019-08-29 00:00:00,617096,,430472
2019-08-30 00:00:00,634547,,402742
2019-08-31 00:00:00,650734,,396629
2019-09-01 00:00:00,659195,,447960
2019-09-02 00:00:00,623132,,59868
2019-09-03 00:00:00,588645,,66099
2019-09-04 00:00:00,586540,,63756
2019-09-05 00:00:00,571595,,468500
2019-09-06 00:00:00,638348,,532650
2019-09-07 00:00:00,691087,,455676
2019-09-08 00:00:00,711947,,656044
2019-09-09 00:00:00,614593,,61776
2019-09-10 00:00:00,604072,,59149
2019-09-11 00:00:00,608250,,88602
2019-09-12 00:00:00,635520,,76759
2019-09-13 00:00:00,651843,,312095
2019-09-14 00:00:00,680012,,266355
2019-09-15 00:00:00,697360,,57862
2019-09-16 00:00:00,584654,,100767
2019-09-17 00:00:00,584933,,92912
2019-09-18 00:00:00,599703,,129295
2019-09-19 00:00:00,604521,,145509
2019-09-20 00:00:00,666234,,179745
2019-09-21 00:00:00,721719,,98792
2019-09-22 00:00:00,689283,,186157
2019-09-23 00:00:00,587942,,68794
2019-09-24 00:00:00,586083,,65883
2019-09-25 00:00:00,585770,,67417
2019-09-26 00:00:00,580854,,233405
2019-09-27 00:00:00,646588,,193528
2019-09-28 00:00:00,691200,,290867
2019-09-29 00:00:00,723700,,379279
2019-09-30 00:00:00,636017,,100411
2019-10-01 00:00:00,606865,,198026
2019-10-02 00:00:00,598929,,226452
2019-10-03 00:00:00,607680,,271244
2019-10-04 00:00:00,649179,,203998
2019-10-05 00:00:00,702737,,332517
2019-10-06 00:00:00,736095,,383001
2019-10-07 00:00:00,593696,,112154
2019-10-08 00:00:00,587908,,121652
2019-10-09 00:00:00,592077,,148911
2019-10-10 00:00:00,596661,,160930
2019-10-11 00:00:00,650945,,139415
2019-10-12 00:00:00,730551,,112629
2019-10-13 00:00:00,696199,,124179
2019-10-14 00:00:00,618794,,159451
2019-10-15 00:00:00,565809,,107579
2019-10-16 00:00:00,576760,,168221
2019-10-17 00:00:00,579182,,123755
2019-10-18 00:00:00,639583,,117488
2019-10-19 00:00:00,754909,,176736
2019-10-20 00:00:00,719599,,110445
2019-10-21 00:00:00,609697,,152911
2019-10-22 00:00:00,589634,,189329
2019-10-23 00:00:00,591211,,149626
2019-10-24 00:00:00,593837,,135226
2019-10-25 00:00:00,646260,,134952
2019-10-26 00:00:00,687657,,142268
2019-10-27 00:00:00,651330,,180221
2019-10-28 00:00:00,570898,,114602
2019-10-29 00:00:00,562221,,102993
2019-10-30 00:00:00,561445,,95374
2019-10-31 00:00:00,560330,,94647
2019-11-01 00:00:00,632716,,232342
2019-11-02 00:00:00,667826,,284063
2019-11-03 00:00:00,672470,,106933
2019-11-04 00:00:00,581586,,69894
2019-11-05 00:00:00,559428,,69555
2019-11-06 00:00:00,565340,,72117
2019-11-07 00:00:00,571773,,83589
2019-11-08 00:00:00,622400,,120191
2019-11-09 00:00:00,715036,,155798
2019-11-10 00:00:00,629632,,118806
2019-11-11 00:00:00,573425,,75292
2019-11-12 00:00:00,552527,,65731
2019-11-13 00:00:00,550375,,102702
2019-11-14 00:00:00,567136,,122349
2019-11-15 00:00:00,649848,,99004
2019-11-16 00:00:00,712500,,139810
2019-11-17 00:00:00,693021,,123026
2019-11-18 00:00:00,573863,,116572
2019-11-19 00:00:00,699297,,112176
2019-11-20 00:00:00,646993,,78704
2019-11-21 00:00:00,622363,,114038
2019-11-22 00:00:00,691596,,72550
2019-11-23 00:00:00,764438,,100694
2019-11-24 00:00:00,742946,,165679
2019-11-25 00:00:00,619277,,73887
2019-11-26 00:00:00,596910,,115891
2019-11-27 00:00:00,627368,,75240
2019-11-28 00:00:00,609396,,170474
2019-11-29 00:00:00,684870,,171201
2019-11-30 00:00:00,759412,,188446
2019-12-01 00:00:00,722402,,222841
2019-12-02 00:00:00,591367,,177613
2019-12-03 00:00:00,598239,,211951
2019-12-04 00:00:00,624813,,234015
