DateTime,Players
9/25/2019 0:00,104320
9/26/2019 0:00,101164
9/27/2019 0:00,116640
9/28/2019 0:00,127078
9/29/2019 0:00,128180
9/30/2019 0:00,103691
10/1/2019 0:00,100115
10/2/2019 0:00,97676
10/3/2019 0:00,98321
10/4/2019 0:00,103248
10/5/2019 0:00,118948
10/6/2019 0:00,117442
10/7/2019 0:00,85712
10/8/2019 0:00,79674
10/9/2019 0:00,88795
10/10/2019 0:00,85193
10/11/2019 0:00,100379
10/12/2019 0:00,114854
10/13/2019 0:00,106240
10/14/2019 0:00,85811
10/15/2019 0:00,78637
10/16/2019 0:00,86649
10/17/2019 0:00,84831
10/18/2019 0:00,98705
10/19/2019 0:00,110416
10/20/2019 0:00,102495
10/21/2019 0:00,82028
10/22/2019 0:00,75904
10/23/2019 0:00,116728
10/24/2019 0:00,118964
10/25/2019 0:00,122840
10/26/2019 0:00,127276
10/27/2019 0:00,115303
10/28/2019 0:00,94479
10/29/2019 0:00,89265
10/30/2019 0:00,93195
10/31/2019 0:00,93751
11/1/2019 0:00,109035
11/2/2019 0:00,118937
11/3/2019 0:00,109731
11/4/2019 0:00,86300
11/5/2019 0:00,85559
11/6/2019 0:00,86121
11/7/2019 0:00,83056
11/8/2019 0:00,100542
11/9/2019 0:00,116669
11/10/2019 0:00,103244
11/11/2019 0:00,87630
11/12/2019 0:00,84487
11/13/2019 0:00,86207
11/14/2019 0:00,86378
11/15/2019 0:00,103621
11/16/2019 0:00,117910
11/17/2019 0:00,107758
11/18/2019 0:00,81138
11/19/2019 0:00,79844
11/20/2019 0:00,87762
11/21/2019 0:00,85761
11/22/2019 0:00,107406
11/23/2019 0:00,125817
11/24/2019 0:00,120136
11/25/2019 0:00,88549
11/26/2019 0:00,88210
11/27/2019 0:00,86568
11/28/2019 0:00,85151
11/29/2019 0:00,108358
11/30/2019 0:00,120470
12/1/2019 0:00,114531
12/2/2019 0:00,87946
12/3/2019 0:00,87518
